conv_id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy
hit:941_conv:1882,grateful,My husband was in an accident 2 years ago and broke his back. I was trying to take care of him and 4 kids. The church brought us meals every night for 2 weeks after we came home. It was great.,They were really great and so was the food. My kids didn't want them to stop bringing it.,hahaha must be some really great cookers. How many kids do you have?,2,0.0067038117,0.029107952,0.9641882,0.00447806,0.07223982,0.9232821,0,0,2,0.42280000000000006,0.0376,0.0892,0.359,-0.0635,-0.022000000000000006,18,13,8.749563130550086e-05,0.0015056472038850188,8.370120485778898e-05,1.5148288184718695e-05,5.763962690252811e-05,0.00022252649068832397,0.9976708292961121,0.0001092942402465269,0.0002476694935467094,1,3
hit:4445_conv:8414,hopeful,Hoping for job promotion,Indeed. I feel that it is very important to stay caught up on the latest developments. And the potential for a raise isn't a bad motivator either.,I hope you get your promotion.,2,0.007000104,0.16810462,0.8248953,0.009933431,0.23657155,0.75349504,1,0,0,0.3931428571428572,0.12628571428571428,0.3491428571428572,0.7153333333333333,0.11066666666666668,0.45,27,6,0.0006844099843874574,0.001201604725793004,0.9963298439979553,0.0006541706388816237,0.00015479316061828285,0.00025844501215033233,8.199032890843228e-05,0.0005135417450219393,0.00012136350414948538,1,3
hit:11371_conv:22743,anxious,I felt nervous about a meeting at work where i had to do a presentation.,Yup you are right_comma_ and yea i feel the rest of the work week is nothing now.,Nice! Well then I guess you don't have to be as worked about those meetings in the future then_comma_ huh? Piece of cake.,2,0.18198307,0.46302795,0.354989,0.14631164,0.39890188,0.4547864,0,0,0,0.47633333333333333,-0.21333333333333335,0.05966666666666667,0.5546666666666668,-0.08733333333333333,0.04833333333333333,17,23,0.0001861735072452575,0.000602757150772959,4.33773675467819e-05,7.953776730573736e-06,0.0001232408540090546,0.000614489777944982,0.9976571798324585,0.0002521855349186808,0.00051262037595734,1,1
hit:2385_conv:4770,annoyed,I took the subway home from work today. Due to a police investigation I had to wait a really long time for the train and then it was really crowded.,Apparently it had to do with an unahtorized person on the tracks,That is creepy.,2,0.29930156,0.6820242,0.018674275,0.91655207,0.07339602,0.010051907,0,0,0,0.1475,-0.123,0.042,-0.75,0.722,-0.254,12,3,0.0003547350352164358,0.997286319732666,0.00016341374430339783,0.0003360074770171195,0.00013856898294761777,2.775550638034474e-05,9.15956698008813e-05,0.001506797387264669,9.480318840360269e-05,0,2
hit:6295_conv:12594,anxious,the new madden came out today_comma_ i was so amped for it,madden came out today_comma_ i was so stoked,I love Madden_comma_ I can't wait to play it!,1,0.0013490508,0.009295033,0.98935586,0.0021370486,0.005291337,0.99257165,0,0,0,0.13499999999999998,-0.09200000000000001,-0.181,0.18249999999999997,0.026499999999999996,-0.12399999999999999,8,9,0.0005922291893512011,0.0018539800075814128,7.602966070408002e-05,0.0021486144978553057,0.0018537862924858928,0.9023736715316772,0.02533632703125477,9.370814950671047e-05,0.06567169725894928,1,3
hit:3932_conv:7865,annoyed,I made plans to have a family cookout but it started storming I was so irritated.,I get so annoyed when it rains I had plans for a family cookout but it started thundering and lightening such a bummer.,Oh no that is a total bummer. It's especially common in the summer months.,1,0.9747087,0.022346523,0.0029448825,0.89138246,0.09593798,0.012679494,0,1,0,0.04499999999999997,0.093,0.04175,0.2136,-0.3836,-0.096,23,14,0.006043168716132641,0.8514699339866638,0.0002062591229332611,0.006091855466365814,0.0011541120475158095,0.00016143765242304653,0.11964379251003265,0.001616255147382617,0.013613199815154076,0,3
hit:3404_conv:6809,disappointed,I didn't get the position I applied for. I really wanted that job.,I did but this was my dream job. It was pretty upsetting.,I understand.,2,0.8250905,0.14977704,0.025132408,0.080459684,0.55006975,0.36947057,0,1,0,0.6086666666666667,-0.19066666666666668,0.07066666666666667,0.52,-0.252,0.286,12,2,0.9968273043632507,0.0009814538061618805,0.0013808691874146461,0.00027279186178930104,3.171696516801603e-05,0.00016657201922498643,8.983212319435552e-05,0.00010667473543435335,0.00014289270620793104,1,1
hit:88_conv:176,afraid,I think my job will lay us off.,Doubtful honestly.. they dont seem to care very much. :/,Im sorry to hear that. Maybe you should contact your HR and see what your options are,2,0.73331666,0.24368447,0.022998866,0.49362716,0.46864256,0.03773029,2,0,0,-0.03333333333333335,-0.242,-0.30733333333333335,0.21280000000000002,-0.23559999999999998,-0.25880000000000003,10,17,0.0006091825198382139,0.000733317225240171,0.00014869144069962204,0.00032447848934680223,0.2039537876844406,0.7894090414047241,0.004015272483229637,0.000678393873386085,0.0001277529081562534,0,3
hit:12269_conv:24538,disappointed,I went to go get a snack from the kitchen and realized my kids ate them all.,I went to go get a snack from the kitchen. I looked all over but they were all gone. The kids ate them all.,Oh_comma_ that is irritating sometime! That happens to me sometimes,1,0.7101727,0.2616717,0.02815554,0.9451392,0.048937596,0.005923166,0,2,0,0.21600000000000005,-0.2136666666666667,-0.2193333333333333,-0.792,0.824,-0.214,24,10,0.006623667664825916,0.247365802526474,0.0002992895315401256,0.0002982981677632779,0.00018656371685210615,0.015290158800780773,0.19726893305778503,0.017497442662715912,0.5151698589324951,0,2
hit:11494_conv:22988,guilty,WHen I was a teenager I had a party at my moms house when they went out of town. I had friends over and we were drinking heavily. We trashed the whole house and when my parents returned they were livid. I still feel bad about it.,Sure can! Of course you cant have a party as a teen without alcohol_comma_ so needless to say we were all drunk. We attempted to play darts. Since we were all drunk we missed the board leaving wholes all over the wall. THe house was trashed when my parents returned. Years later I feel bad about it still.,Hahaha thats funny. I hope you guys are still on good terms. To be honest little holes sounds like an easy fix.,2,0.8058053,0.16446902,0.029725729,0.017891144,0.13275114,0.84935766,1,0,0,0.04490000000000001,0.005000000000000006,-0.033400000000000006,0.45199999999999996,-0.294,0.010153846153846152,58,22,0.0006603638175874949,0.8705757856369019,0.10004298388957977,0.026941440999507904,0.00023143156431615353,0.00019974482711404562,0.00010797150025609881,0.0004102590028196573,0.0008299255860038102,1,3
hit:12048_conv:24097,impressed,I ordered a birthday cake from the local bakery for my husband. It was one of the best decorated cakes I have ever seen.,It was a chocolate cake. It was the best decorated cake I have ever seen.,That sounds so good,2,0.0014564715,0.011459123,0.98708445,0.0017763013,0.010719294,0.9875044,0,0,0,0.631,-0.1905,-0.20750000000000002,0.7030000000000001,-0.009000000000000008,-0.06799999999999999,15,4,0.00030760615481995046,0.9965000152587891,0.0002396667405264452,0.0002205644705099985,9.555301949148998e-05,5.226146095083095e-05,6.289570592343807e-05,0.0024416998494416475,7.976288179634139e-05,1,3
hit:7994_conv:15988,devastated,My world was turned upside down when my husband received this medical diagnosis,My husband was diagnosed with this type of cancer. I really needed to talk to you about it.,Well I am no cancer expert. Probably should get a second opinion from a doctor.,2,0.6097188,0.33420557,0.056075606,0.60231787,0.37604964,0.02163253,0,0,0,0.1332,-0.1336,0.1284,0.11733333333333333,0.05233333333333332,0.2853333333333333,18,15,0.000977452378720045,0.002038507489487529,8.090014307526872e-05,8.420350786764175e-05,0.015144076198339462,0.9801278114318848,0.0012226293329149485,0.00019438275194261223,0.0001301077427342534,0,1
hit:10370_conv:20741,trusting,Once I was working on a big project with a bunch of people and made a mistake. One of the other people working on the project covered for me even though they didn't need to.,Haha. I doubt that. He was halfway around the world. It was a long time ago and he never asked for anything.,did it boost your confidence and faith in mankind?,3,0.27084196,0.6185706,0.11058738,0.016455613,0.68388534,0.29965907,0,0,2,-0.00366666666666667,-0.36000000000000004,-0.041333333333333354,0.74,-0.15150000000000002,0.6120000000000001,22,9,4.619302126229741e-05,3.167490285704844e-05,3.305075006210245e-05,2.579902866273187e-05,0.0001766628702171147,0.00030765304109081626,0.9989462494850159,0.00023387136752717197,0.00019883645290974528,0,2
hit:2097_conv:4194,angry,My husband's sister was living with us. She was acting rude_comma_ and we ended up kicking her out.,My husband's sister was living with us. She was acting rude so we had to kick her out.,Oh no that is terrible. Are you guys still talking now?,1,0.9379679,0.057768285,0.0042638252,0.9205803,0.07270757,0.006712045,1,0,2,0.12439999999999993,0.27480000000000004,0.08680000000000002,-0.356,0.21599999999999997,0.15,18,11,3.80698693334125e-05,0.00014016087516210973,1.8522921891417354e-05,2.8107260732213035e-05,0.00015471545339096338,0.00046288943849503994,0.9990049004554749,5.397517452365719e-05,9.861172293312848e-05,0,3
hit:4097_conv:8194,lonely,i went to a concert myself because my friend could not make it_comma_ wish i had stayed home,i did not get to go with my friend to the concert_comma_ so i went by myself. worse decision ever . Should of just stayed home,Oh no! Why was it so bad?,1,0.93609536,0.056211777,0.0076928795,0.9679748,0.02892398,0.0031012208,0,0,1,0.28825,0.01725000000000001,0.1015,-0.75,0.25,-0.254,26,7,8.622501627542078e-05,5.9872199926758185e-05,3.052841202588752e-05,1.9673518181662075e-05,0.00045979899005033076,0.001438397099263966,0.9967844486236572,0.0002553747035562992,0.000865604670252651,0,3
hit:11811_conv:23622,sentimental,I had to buy some toys for my nephews birthday the other day. Made me miss when my girls were that small.,I had to go to Walmart the other day to get my nephew a birthday present_comma_ he wanted Legos!,I love Legos! They have gotten expensive though.,1,0.014812321,0.23915072,0.74603695,0.021107398,0.049728423,0.92916423,0,2,0,0.36325,-0.17625000000000002,-0.10774999999999998,0.33999999999999997,-0.129,-0.007500000000000007,19,8,0.008432925678789616,0.33726730942726135,0.015313808806240559,0.00027146749198436737,0.00035916606429964304,0.0001692458026809618,0.0008670365205034614,0.6029835939407349,0.03433540090918541,1,3
hit:593_conv:1187,hopeful,I was expectant of getting a new phone,Cox my old phone was bad,What was bad about it?,1,0.92699164,0.06658263,0.0064257174,0.4787198,0.49615836,0.025121849,0,0,1,-0.146,-0.031,-0.20900000000000002,-0.75,0.25,-0.254,6,5,0.000101705220004078,5.639001392410137e-05,4.8703670472605154e-05,1.8530607121647336e-05,0.0003030099906027317,0.0018078746506944299,0.9957432150840759,0.000287263304926455,0.0016332257073372602,1,1
hit:8374_conv:16749,joyful,I am already shopping for christmas_comma_ it's my favourite time of the year! It makes me feel so happy,I've already been shopping for christmas_comma_ I'm excited!,i can't believe christmas is in 4 months it's crazy,1,0.0010511861,0.008782448,0.9901663,0.32862493,0.34639278,0.32498226,0,0,0,0.8546666666666667,0.264,0.38666666666666666,0.292,-0.005999999999999978,0.07749999999999999,8,10,0.00016558554489165545,0.997995138168335,0.00020288582891225815,0.0005510263727046549,7.403713243547827e-05,2.6523643100517802e-05,0.0003780168481171131,0.00011451075260993093,0.000492321967612952,1,2
hit:1839_conv:3679,embarrassed,Yesterday I made a serious mistake I made a comment without bad intentions of the elders and my father heard it and corrected me on good terms_comma_ but I felt so bad,Hello_comma_ I made a serious mistake. I made a comment without bad intentions of the elders. I related them to the dinosaurs_comma_ and my father heard it ... he looked me in the eyes ... and he told me that you too could be one of them ... I felt bad,That sounds like it's rough_comma_ did your father accept your apology?,1,0.7686464,0.21386428,0.017489297,0.38570282,0.55977315,0.05452401,0,0,2,-0.03738461538461539,-0.13199999999999998,-0.03938461538461538,0.3733333333333333,-0.08833333333333333,0.08900000000000001,51,11,4.3701405957108364e-05,0.0011076369555667043,1.2688914466707502e-05,5.467897790367715e-05,0.00023543740098830312,0.00030495916143991053,0.997988224029541,6.756892980774865e-05,0.00018512358656153083,0,3
hit:6202_conv:12404,trusting,I'm watching my brother's dog this weekend.,I'm watching my brother's dog this weekend.,thats nice of you_comma_ what kind of dog>,1,0.010863895,0.728692,0.26044413,0.011335984,0.10537544,0.8832886,1,0,2,0.5479999999999999,0.125,-0.074,0.7013333333333334,-0.212,0.11666666666666668,7,8,0.0008354139281436801,0.9975922703742981,0.00010876504529733211,0.0007597736548632383,0.0001519489160273224,3.975223080487922e-05,0.0001651475322432816,0.00018898287089541554,0.00015797415107954293,1,1
hit:8980_conv:17961,proud,Sometimes my cat understands my commands and I get really excited,She can understand when I tell her to hop on the sofa,That is cool.,2,0.034027323,0.61952305,0.34644958,0.0018335676,0.019410416,0.97875607,1,0,0,0.2024,-0.316,-0.1024,0.77,0.08,0.562,12,3,0.00033705937676131725,0.9979395270347595,0.00017132826906163245,0.0002845989656634629,0.00012132505798945203,4.243993680574931e-05,5.421352761914022e-05,0.0009810896590352058,6.834089435869828e-05,0,1
hit:11846_conv:23692,content,I went to the Olive Garden for dinner tonight. I was pleased with the meal.,I had the chicken alfredo. It was somewhat fun. I was pleased with my meal.,eating outside every once in a while can always be needed to change your mood _comma_ glad you had fun!,2,0.0017073543,0.017760538,0.9805321,0.0030877206,0.053796843,0.9431154,1,0,0,0.642,0.079,0.16449999999999998,0.575,0.17033333333333334,0.26899999999999996,15,20,0.0003357489767950028,0.0003291986358817667,3.107566953985952e-05,0.0001320119627052918,0.0010509009007364511,0.01960764452815056,0.007836820557713509,0.00016691823839209974,0.9705097675323486,1,2
hit:3297_conv:6595,content,I saw some family members today_comma_ and it felt good to seem them after so long.,I got to see some family members that I haven't seen in a while_comma_ so I feel pretty good.,What did you do with them?,2,0.0015166495,0.018034203,0.98044914,0.09463436,0.8614745,0.0438911,0,0,2,0.6386666666666666,-0.17633333333333334,0.06699999999999999,0.34,0.096,0.072,19,6,6.5212334448006e-05,4.660093327402137e-05,6.014125028741546e-05,1.529030123492703e-05,9.589148976374418e-05,0.0003520732279866934,0.9986783862113953,0.0002820577647071332,0.0004044427187182009,1,3
hit:9050_conv:18100,disgusted,I was super grossed out last week when I had a sore throat and was coughing up a lot of phlegm. I know it's just a symptom of the cold_comma_ but it was still pretty nasty.,No_comma_ thankfully my symptoms weren't anything that couldn't be managed with a stiff mimosa or seven. But still_comma_ I had to throw those cups out. Yuck.,yuk for sure,2,0.7939184,0.17468415,0.031397443,0.076792225,0.6212138,0.3019939,0,0,0,-0.13240000000000002,-0.124,-0.10800000000000001,0.448,-0.46,0.586,26,3,0.0007549438741989434,0.9779535531997681,3.798670877586119e-05,0.0002904516295529902,0.00038672814844176173,0.00024101525195874274,0.0016061939531937242,0.0002738778421189636,0.018455199897289276,0,2
hit:10694_conv:21388,faithful,One time I wanted to eat at Burger King_comma_ but then I remembered that I was loyal to Mcdonalds,Your dam right! Even if the food is small_comma_ it tastes so good!,Adding mac sauce to a cheeseburger is a game changer,2,0.0051801843,0.02404487,0.97077495,0.00784067,0.12908,0.8630793,0,0,0,0.38666666666666666,-0.264,-0.08333333333333333,0.34099999999999997,0.1755,-0.158,13,10,0.007472123950719833,0.9744507670402527,0.000305114226648584,0.0014779499033465981,0.008032765239477158,3.218392885173671e-05,0.00041206550667993724,0.0006088464288040996,0.007208284456282854,0,1
hit:11662_conv:23325,ashamed,I was running in the park and I slipped on a banana peel and fell.,I was running in the park_comma_ I slipped on a banana peel and fell.,oh no thats embarrassing. did anyone see?,1,0.61670285,0.36035806,0.022939106,0.9498885,0.044648807,0.005462731,0,0,2,0.14079999999999998,-0.1428,-0.3496,-0.139,0.07799999999999999,-0.463,14,7,2.868736737582367e-05,6.198859045980498e-05,1.927272205648478e-05,2.6667092242860235e-05,7.935026951599866e-05,0.0001559481315780431,0.999263346195221,0.00011982927389908582,0.0002448819577693939,0,1
hit:4185_conv:8374,surprised,I was susprised when my parents let me get my license the day I turned 16_comma_ that is not really like them,I was susprised when my parents let me get my license the day I turned 16_comma_ that is not really like them,Well at 16 you have experienced alot of life and are ready to move on,1,0.24355286,0.49889296,0.25755417,0.068909064,0.72223246,0.20885846,1,0,0,0.2991428571428571,-0.1777142857142857,0.12971428571428573,0.5488,0.0608,0.4596,22,15,0.36347612738609314,0.270102858543396,0.0021500256843864918,0.3173907995223999,0.0026786671951413155,0.0002358095080126077,0.013120196759700775,0.0019438412273302674,0.028901712968945503,1,3
hit:2268_conv:4536,excited,I went to go visit my sister in Vegas. Leading up to the trip_comma_ I was counting down the days_comma_ shopping for clothes to take_comma_ and making plans.,We went to lots of cool shows. Leading up to the trip I was counting down the days and planning itinerary.,I bet. I would be too,2,0.0015488949,0.054075725,0.9443754,0.04237497,0.5709556,0.38666943,0,2,0,0.48774999999999996,0.037000000000000005,0.2275,-0.12200000000000001,0.11000000000000001,-0.14100000000000001,21,6,0.002405625069513917,0.9623427391052246,0.03305802121758461,0.0012047026539221406,0.00010351146920584142,0.00015428944607265294,9.926189522957429e-05,0.00047369071398861706,0.00015822316345293075,0,3
hit:8262_conv:16524,proud,I'm proud of myself.,I'm healthy!,Do you exercise often?,2,0.0022096753,0.064904034,0.9328863,0.05945801,0.89146805,0.04907392,0,0,2,0.876,-0.362,0.636,0.5,0.578,0.25,2,4,4.556955536827445e-05,9.256785415345803e-05,2.0792233044630848e-05,2.1410676708910614e-05,0.00010061473585665226,0.0003268774598836899,0.9992215633392334,8.988316403701901e-05,8.06689276942052e-05,0,2
hit:9268_conv:18537,sad,My roommate's cat passed away last week. There is a heavy air over the household.,My roommate's cat passed away last week. There is a heavy air over the household.,I bet. That is so sad. I am so sorry.,1,0.7652145,0.21935692,0.015428626,0.900943,0.08293522,0.016121859,2,0,0,0.16640000000000002,-0.46480000000000005,-0.033999999999999996,-0.32266666666666666,-0.07133333333333335,-0.4713333333333333,15,10,0.0034876158460974693,0.4431127905845642,0.004256105981767178,0.0010892373975366354,0.5452337861061096,9.764902642928064e-05,0.0005454935017041862,0.0019680634140968323,0.00020930005121044815,0,3
hit:1362_conv:2724,sentimental,1,I get sentimental thinking about the old days when I used to go play outside all the time with neighbors_comma_ those were such great days,I know what you mean. It's not safe to send your kids out now.,1,0.004294226,0.050362248,0.94534355,0.9183597,0.07760885,0.0040314193,1,0,0,0.3410909090909091,-0.1398181818181818,-0.03745454545454545,0.4104,-0.1732,0.1672,25,14,0.9984520673751831,0.0006680576479993761,0.00024849228793755174,0.00011161472502863035,4.126784551772289e-05,6.404057057807222e-05,5.987818803987466e-05,6.557744200108573e-05,0.00028890284011140466,1,2
hit:757_conv:1514,lonely,Just moved to a new city_comma_ new work_comma_ and I've got no friends.,I have_comma_ but it's pretty tough with my schedule.,maybe try going out to concerts or clubs or sporting events_comma_ somewhere you can find people with common interests,2,0.6115739,0.34067625,0.04774988,0.0035788377,0.30479425,0.69162685,0,0,0,0.243,-0.0635,0.188,0.45400000000000007,0.09480000000000002,0.0952,9,19,0.00022442922636400908,8.761660137679428e-05,7.27468723198399e-05,0.0001403685746481642,0.0010330801596865058,0.9928461909294128,0.0053201233968138695,0.0001023413278744556,0.00017316119919996709,1,1
hit:7425_conv:14850,lonely,My husband took my girls on a father-daddy day trip the other day. I had no idea how quiet it would be at the house with all of them gone - it was a bit weird.,They went to Six Flags - I had no idea how quiet it would be around the house with them gone. I'm not so sure I liked it though.,i get that. i wish we had children so my husband could do that.,2,0.4308498,0.44121826,0.12793197,0.31420287,0.5688209,0.11697622,0,2,0,0.18249999999999997,-0.4445,-0.02875000000000001,0.597,0.06849999999999999,0.191,29,14,0.00014149921480566263,9.988170495489612e-05,1.253247228305554e-05,1.9460698240436614e-05,2.603788743726909e-05,7.409656973322853e-05,4.236733730067499e-05,3.49402725987602e-05,0.9995489716529846,0,1
hit:4601_conv:9203,sad,I feel bad. I failed my exams. I was so prepared. I don't understand what happened.,Yes_comma_ probably. I feel like a failure.,Don,2,0.9096327,0.08222122,0.008146075,0.23427635,0.5967802,0.1689434,0,0,0,0.12533333333333332,0.02,-0.21266666666666667,0.0,0.0,0.0,7,1,4.2853305785683915e-05,0.00014480257232207805,3.3955635444726795e-05,3.4441447496647015e-05,8.720907499082386e-05,5.6051274441415444e-05,0.9988553524017334,0.0006498580914922059,9.548074012855068e-05,0,2
hit:437_conv:874,sad,I am very sad these days.,I am very sad these days,I am so sorry to hear that. Is it related to your work?,1,0.9595072,0.036443908,0.004048898,0.7610311,0.21939531,0.019573623,2,0,2,-0.05600000000000002,-0.398,-0.46199999999999997,0.28099999999999997,-0.12400000000000001,-0.03749999999999998,6,13,0.00029599282424896955,0.0005013546324335039,6.686786946374923e-05,8.352245640708134e-05,0.9674298167228699,0.0005819493671879172,0.030531352385878563,0.00035605908487923443,0.0001531120069557801,0,3
hit:10490_conv:20981,anxious,My son's pediatrician advised me to have early intervention out because he's delayed in talking. The appointment is set for next week and I don't really know to expect.,Not at all. I'm hoping he'll catch up soon. The appointment is set for next week and I'm pretty nervous.,I hope it's nothing too serious. My younger brother had the same problem early on_comma_ but he turned out to just be a slow developer.,2,0.5890491,0.34166244,0.06928846,0.6002471,0.3561649,0.043587998,0,2,0,0.15542857142857144,0.013999999999999997,-0.05485714285714285,0.2102222222222222,-0.18800000000000003,0.08377777777777777,20,25,0.00013692505308426917,0.00022491553681902587,0.00019401156168896705,0.005249344743788242,0.0003084006311837584,0.0002557826228439808,0.00022547175467479974,1.675529347267002e-05,0.9933885335922241,0,3
hit:11026_conv:22053,lonely,My two best friends are going on vacation next week and I won't have anyone else at work to goof off with.,My two best friends are going on vacation next week and I won't have anyone else at work to goof off with.,Awww that will be a boring week. Sorry to hear that. Maybe you'll be productive!,1,0.012916146,0.11475238,0.87233144,0.6974928,0.22768714,0.074820094,2,0,0,0.34285714285714286,-0.19742857142857145,0.011714285714285717,0.16714285714285712,-0.2674285714285714,-0.08742857142857141,22,15,0.0007711303187534213,0.0003461092128418386,0.00045463640708476305,0.00048084932495839894,0.21307681500911713,0.7812824249267578,0.003067299025133252,0.000413648464018479,0.00010717245459090918,1,3
hit:9311_conv:18623,impressed,I tried a new lasagna recipe and it turned out amazing!,Yeah quote a few ingredients and a littlr e more work but totally worth it,I think lasagna is one of my favorite things to make,2,0.02088071,0.24939114,0.7297282,0.0013507571,0.009874521,0.9887748,0,2,0,0.5532,-0.0196,0.2888,0.355,-0.209,-0.061666666666666654,15,11,0.03853035718202591,0.11663978546857834,0.0002163847238989547,4.489729326451197e-05,0.0026533890049904585,0.12345302104949951,0.014358172193169594,0.00907033309340477,0.6950335502624512,1,3
hit:3735_conv:7471,faithful,I am hoping to get approved for promotion. I went to church to pray about it.,Oh I am a believer then!,I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.,2,0.0104997335,0.30623177,0.68326855,0.5592309,0.4104549,0.030314147,0,2,0,0.45,-0.11,0.128,0.22,-0.16942857142857143,0.1402857142857143,6,24,6.166186358314008e-05,0.00011305660882499069,1.8179471226176247e-05,1.6366540876333602e-05,0.0001299084979109466,9.051025699591264e-05,9.013649832922965e-05,2.857297658920288e-05,0.9994515776634216,1,3
hit:2907_conv:5815,jealous,I went to visit my friend the other day because she bought a new tv. I couldn't believe her tv was the size of both of my televisions combined.,I just visited just my best friend the other day.,Oh? Did you have fun?,1,0.002615738,0.13221839,0.8651659,0.033472475,0.51896095,0.44756663,0,0,2,0.39799999999999996,-0.39199999999999996,-0.18599999999999997,0.836,0.686,0.334,10,5,3.999369073426351e-05,6.494353874586523e-05,3.323580676806159e-05,1.9290597265353426e-05,8.338112820638344e-05,0.00012748865992762148,0.9993939399719238,9.298732766183093e-05,0.0001446873357053846,0,1
hit:7633_conv:15266,disappointed,I was trying a new recipe. I followed the directions but it did not come out right.,I don't think I did anything wrong. It was a dessert I found in a magazine. I sure was let down the picture looked so good I could taste it.,I'm sorry it didn't come out well for you.,2,0.08995184,0.2773892,0.63265896,0.8776784,0.1134608,0.008860823,2,0,0,0.32720000000000005,-0.2032,-0.014000000000000007,-0.065,-0.369,-0.22999999999999998,30,9,0.00016544661775697023,0.0001949686702573672,2.749631312326528e-05,6.631881115026772e-05,0.9967736601829529,0.0003616030444391072,0.0009754367056302726,0.00016556847549509257,0.0012695514596998692,0,3
hit:14586_conv:21173,faithful,even though times are tough and money is tight i always remember to pay my church tithes.,no_comma_ but i think twice about spending money on things i really dont need like candy or alcohol_comma_ both of which i feel i should abstain from regardless of finances!,I'm glad you found a way to work it out!,2,0.7864396,0.19568485,0.017875552,0.002923113,0.041858,0.95521885,1,0,0,0.24254545454545456,-0.04890909090909091,-0.03490909090909089,0.485,0.038500000000000006,0.19999999999999998,30,10,0.013616056181490421,0.19045817852020264,0.13061821460723877,0.0002004076523007825,0.0008105240412987769,0.005874671041965485,0.0010289073688909411,0.6373277902603149,0.02006515860557556,1,1
hit:1442_conv:2845,afraid,afraid that my daughter will be bullied,I really hope my daughter doesnt get bullied in school.. its so bad now..,It really is bad everywhere and the bullying policies don't help.,1,0.943412,0.051982023,0.0046060467,0.9761243,0.022005077,0.0018707012,0,1,0,0.38599999999999995,-0.0504,0.14679999999999999,-0.25199999999999995,0.22066666666666665,0.11066666666666668,14,11,0.0001488592242822051,0.006657726597040892,0.0002163207536796108,0.0052553387358784676,6.346446753013879e-05,9.972495172405615e-05,0.00025231001200154424,0.0001803339837351814,0.9871260523796082,0,1
hit:10215_conv:20431,terrified,Felt scared while I was watching paranormal activity,Paranormal activity is the sCaRiEsT movie of horror movies,Really? I don't find it that scary maybe you just haven't seen true terror.,1,0.5295206,0.44419518,0.026284238,0.64451456,0.33143127,0.024054162,0,0,0,-0.08866666666666669,0.43566666666666665,0.09499999999999997,-0.09949999999999998,0.4225,0.15,9,14,0.0003019233117811382,0.0010632931953296065,8.49333155201748e-05,4.9643982492852956e-05,0.0013549098512157798,0.9707462787628174,0.025932254269719124,0.00022563550737686455,0.00024107885838020593,1,1
hit:151_conv:302,proud,When my brother graduated high school_comma_ I was very proud of him_comma_ it was a big accomplishment,It is_comma_ somewhat common_comma_ but still_comma_ I am proud of him all the same!,Yes I agree_comma_ it really signifies the start of their next chapter in life.,2,0.0018468796,0.028011777,0.9701413,0.0019855232,0.09364805,0.90436643,1,0,0,0.506,-0.173,0.191,0.544,-0.1935,0.20950000000000002,14,14,0.997343122959137,0.00027442749706096947,0.00012913088721688837,0.0013140487717464566,0.00018743175314739347,0.00011664447811199352,0.00026725276256911457,4.362831896287389e-05,0.0003243017999920994,1,3
hit:10198_conv:20396,impressed,my friend joined the airforce and became an air traffic controller. Then she got out and became a detective. I'm so proud of her.,my friend joined the airforce and became an air traffic controller.,That sounds like some good work experience. How long is he in.,1,0.031540178,0.8303255,0.13813435,0.005729706,0.106389895,0.8878804,0,0,2,0.22920000000000001,-0.1036,0.1944,0.503,-0.029666666666666664,0.19200000000000003,11,12,0.00035694363759830594,0.9977987408638,0.00024586200015619397,0.0003241217928007245,8.217473077820614e-05,4.414448994793929e-05,5.747465547756292e-05,0.0010224514408037066,6.801852578064427e-05,1,3
hit:10040_conv:20080,trusting,I close on my new house Monday_comma_ I didn't think I was going to be able to purchase it but I believed in my mortgage adviser.,I close on my new house Monday_comma_ I didn't think I was going to be able to purchase it but I believed in my mortgage adviser,I've been through that process before and it was not easy. Good thing you had a good adviser.,1,0.08427354,0.58172166,0.33400473,0.16625732,0.43860045,0.3951423,1,2,0,0.2326,-0.227,0.153,0.48166666666666663,-0.3383333333333334,0.007000000000000006,26,18,0.0001106488925870508,0.00017016776837408543,1.3701449461223092e-05,3.3544663892826065e-05,9.838942060014233e-05,0.00018322652613278478,0.00012710154987871647,1.295152833336033e-05,0.9992502331733704,1,3
hit:2660_conv:5320,terrified,I was forced to give a speech in front of a large and completly full auditorium. I had barley any time to prepare and really had no idea what I was supposed to say.,I was forced into covering for my coworker who was supposed to give a large speech to a packed auditorium. I had no time to prepare for it and really no idea what I was doing. I still had to somehow make my way throught the speech!,Wow that sounds pretty stressful. How do you think you did?,1,0.61951214,0.31662735,0.06386051,0.75824726,0.21232997,0.029422691,1,0,2,0.17528571428571427,-0.0892857142857143,0.1444285714285714,0.29960000000000003,0.18720000000000003,0.0008000000000000007,47,11,0.0002105097664752975,0.06463227421045303,5.085371230961755e-05,8.084658475127071e-05,0.00037336957757361233,0.001093810424208641,0.9318946599960327,0.00045779586071148515,0.001205917913466692,0,3
