,conv_id,context,prompt,speaker_utterance,listener_utterance,valence_listener,arousal_listener,empathy,pred
1288,hit:2925_conv:5851,guilty,I just bought a case of beer. I have to get up early though.,Its Friday. I feel bad though because I have to get up in the morning and do school stuff.,Will you not go out then?,0.02,-0.118,2,1
1290,hit:7065_conv:14131,disgusted,I had a friend's boyfriend that hit on me_comma_ even though I am also married_comma_ and he was with my good friend for 5 years! He makes me sick!,I have a very good friend and her live-in boyfriend of 5 years hit on me! I am married_comma_ and he did not care. He sickens me!,yikes that is pretty horrible,-0.0539999999999999,0.373,3,1
1291,hit:9233_conv:18467,ashamed,I can't believe I ate so much pizza today... there goes my diet,I will_comma_ thanks!,What type of diet are you following?,-0.071,-0.481,3,1
1294,hit:5322_conv:10645,annoyed,I got stuck behind a slow car on my way to work this morning. It made me late.,I could not believe the slowpoke I got stuck behind in traffic this morning!,Oh man_comma_ that sounds like a pain.,-0.0026666666666666,0.1606666666666666,3,1
1314,hit:2155_conv:4311,apprehensive,I was not sure what to think when I changed schools. I was just not sure how it would go,I was a little unsure when I changed schools. I was not sure how it would go.,How did it go?,0.02,-0.118,3,2
1325,hit:7404_conv:14808,furious,Someone tried to steal the tailgate off of my truck last night.,He set my alarm off some how and then dropped it and ran,what a fool. where the cops able to catch him?,-0.098,0.1335,3,1
1331,hit:10213_conv:20426,disappointed,I spent 20 dollars on a piece of cheese cake_comma_ I thought it would blow my mind but it was dry and barely editable. Talk about a let down.,I thought it would blow my mind but it was dry and really disappointing. Talk about a let down.,goodness_comma_ i would be so upset_comma_ that is a terrible experience!,-0.0316,0.1519999999999999,1,2
1336,hit:3926_conv:7852,disappointed,My daughter stole liquor from my cabinent,I am shocked that my daughter stole alcohol from my locked cabinet and tried to place the bottle with water.,Only water? That is crazy lol,-0.0319999999999999,-0.0339999999999999,3,1
1357,hit:2586_conv:5173,nostalgic,I found my old elementary school a while ago. It was going to be torn down soon_comma_ so I walked through it_comma_ remembering my childhood.,Man I had an absolute blast from the past last week.,Really? What happened?,0.0,0.0,3,1
1409,hit:3570_conv:7141,surprised,I was shocked when I found out that my cousin was having a kid_comma_ I didn't see it coming.,No we didn't_comma_ I was just surprise_comma_ did not see it coming.,Wow_comma_ it is always the people that your closest to that end up changing.,-0.0846666666666666,-0.1213333333333333,3,1
1423,hit:6807_conv:13614,angry,A manager from another team is trying to undermine my work.,Yes but I want to make trouble. He is trying his best but he did not succeed.,You want to make trouble?,-0.0066666666666666,0.2486666666666666,3,1
1446,hit:1929_conv:3858,excited,I used to be overly enthusiastic if a girl gave me any kind of attention_comma_ which scared them away...it's funny how now that I'm a more apathetic person girls find me attractive. Human beings are weird,I used to scare girls away by being overly enthusiastic. it is funny how now that I am a more apathetic person girls find me attractive. Human beings are weird,Lol _comma_ I think my son has done that _comma_ he use to embrasse me when I would go to the store when he was little by crying a lot,0.0475555555555555,-0.2168888888888888,1,3
1522,hit:6871_conv:13742,prepared,I have a big exam_comma_ I have been studying like crazy. I hope I do well_comma_ I need to good on this exam.,I have a big exam for college coming up_comma_ I have been studying day and night.,What is the exam on?,-0.042,0.326,2,1
1528,hit:7131_conv:14263,nostalgic,I found my old videogame console_comma_ turned it on and played for a few hours,Yesterday I found my old videogame console_comma_ it worked perfectly and I spent the evening playing,Well it would have been nostalgic!!. You would have enjoyed for sure,0.084,-0.2774999999999999,3,2
1530,hit:3366_conv:6733,nostalgic,Ed_comma_ Ed_comma_ and eddy came on tc yesterday,My favorite childhood TV show came on last night,Oh yeah? What is it?,0.0,0.0,1,2
1537,hit:10268_conv:20536,apprehensive,MY roommate got a new cat last week_comma_ and we finally let them meet today. I was so nervous and worried about it.,MY roommate got a new cat last week_comma_ and we finally let them meet today. I was so nervous and worried about it.,how did it go?,0.02,-0.118,3,2
1546,hit:3399_conv:6799,terrified,When I was young_comma_ I was attacked by dogs. Now_comma_ I am so scared of dogs.,When I was young_comma_ I was attacked by dogs. Now_comma_ I am so scared of dogs.,I hear this from a lot of people. You should get over that fear somehow.,0.0832,-0.0087999999999999,1,3
1557,hit:6755_conv:13510,furious,My family cannot agree on what to eat for dinner and its making me so mad!,Im going to have to sue that for next week. I think this week they can all go make PB&J since they want to be difficult.,Put that on there too!,0.04,-0.204,2,1
1572,hit:5941_conv:11883,surprised,I went to the buffet yesterday and chatted up the cute girl at the front desk.  She somehow found me on Facebook even though I paid in cash_comma_ I wasn't expecting that,I did and she still has not told me lol...still msging me too it is kind of funny,What a random surprise. Just make sure its not some creepy stalker. ,0.0249999999999999,0.292,1,3
1579,hit:11983_conv:23967,guilty,just got back from grocery shopping_comma_ The cashier gave me back $10 more change than I supposed to get,i did not find out untill i got home_comma_ the store is kind of far and I think I am going to keep it_comma_ but it is eating on my conscious because of that,Yeah_comma_ that is a hard one to deal with.  Maybe you should give it back so you will not feel bad about yourself.,0.0508571428571428,0.0071428571428571,2,3
1589,hit:641_conv:1282,grateful,I feel grateful that I have so much in my life. I have a nice apartment with so many useful items.,I feel that way about my dad. He helps me out a ton on almost everything.,Yea my dad was really cool but he was also a drunk sadly so he was flip floppy,0.0182857142857142,-0.072,2,3
1611,hit:3615_conv:7231,sad,when i lost a close friend i felt bad,i cried a lot but i had to let it go,wow_comma_ what happened?,0.0,0.0,3,1
1617,hit:7962_conv:15925,content,I got a house_comma_ a dog_comma_ a job_comma_ and food. I don't need anything else in life. I am so happy as things are.,Yeah I cannot complain. Guess everything has gone right for me!,That is great! I am a bit jealous.,0.0386666666666666,0.2199999999999999,3,2
1619,hit:9498_conv:18997,furious,I woke up and I found out that my cat had destroyed my shoes! I was SO mad,I woke up and the first thing I saw that my cat had decided to play with my shoes and ruin them!,Oh my_comma_ you must have been annoyed with your cat. I guess he just wanted your attention.,0.0236,-0.0052,3,1
1653,hit:1356_conv:2713,joyful,i got the tire i always wanted to buy_comma_ it was expensive but worth it,always wanted that tire but never had money to buy it _comma_ finally got it,How much was it?,0.0,0.0,3,1
1656,hit:6394_conv:12789,grateful,I found my stolen bike before I knew it was stolen.,Yes! I stole it right back.,Did you have to fight anyone for it?,0.062,0.736,3,1
1715,hit:8121_conv:16242,terrified,i was cared to walk home alone the other day,i live in a dark wooded area,Wooded ares are beautiful_comma_ until you have to be alone in them_comma_ when it is dark.,-0.0626666666666666,-0.214,2,3
1720,hit:6022_conv:12044,annoyed,My dog almost always goes to bathroom when I leave her in the house and leave. It's really annoying,My dog almost always goes to bathroom when I leave her in the house and leave.,thats unfortunate_comma_ maybe she will learn eventually though,0.0693333333333333,0.0253333333333333,3,1
1721,hit:7743_conv:15486,afraid,I saw a mouse in my kitchen this morning.... scary little animal,I ran away! My husband grabbed it and put it outside,haha I would have run too!,0.035,0.1989999999999999,3,1
1727,hit:6683_conv:13367,anticipating,School,It is all new to me_comma_ I have never done it before,It will be okay I promise. First few days will be weird but you will slip in no problem once you adjust to your schedule.,0.066,-0.0715999999999999,2,3
1732,hit:10091_conv:20182,afraid,My brother went on a low-calorie diet and began shaking everyday. I was a little scared for him_comma_ but I knew he'd be fine once he changed his diet to a proper one as the doctor recommended him to.,My brother went on a low-calorie diet and began shaking everyday.,Poor thing!  Is he felling better now?  I hope he quit that diet.,-0.0279999999999999,-0.3236,3,2
1733,hit:1469_conv:2938,afraid,of getting older. getting sick! ,I know I shouldnt be scared this young of death but I am. ,Do you have a past traumatic experience?,-0.0806666666666666,0.2833333333333333,3,1
1739,hit:10674_conv:21349,hopeful,I am so impatient lately but ready to get some big news and it better be this week. ,So we are waiting on some news to move. I feel like it will be this week that we find out.,Where to?,0.0,0.0,2,1
1742,hit:10150_conv:20301,sentimental,I saw a dog on the side of the road that had been hit by a car_comma_ it was so sad,No,Well_comma_ I am sorry you had to see that!,0.041,-0.369,3,1
1759,hit:4755_conv:9510,angry,A customer is refusing to pay a bill because they claim it has already been paid but cannot provide any proof of doing so.,It is so frustrating having to deal with difficult customers that do not want to pay their bills/,i like to call them deadbeats,0.0279999999999999,-0.0446666666666666,2,1
1807,hit:11185_conv:22370,terrified,when I was little and moved into a new home I saw lights moving around in my closet one night when I went to bed. I thought it was my brother messing with but no one was around.,Have you ever think you have seen a ghost?,I have seen things I cannot explain. I did not stick around to ask_comma_ I ran. But afterwards I was thinking it was a ghost.,0.0962857142857143,-0.1442857142857143,3,1
1817,hit:1412_conv:2824,impressed,I was impressed with my friend when she finally left her ex.  ,Yes he was very abusive,That is too bad. Hopefully he gets better and wakes up now that she left,-0.0404999999999999,0.0295,3,2
1828,hit:6567_conv:13135,guilty,I left for school without letting my dog outside. He had an accident in the house and it was my fault.,I left for school without letting my dog outside even though my mom reminded me.,Oh no! Hopefully there is not a mess to clean up when you get back.,0.074,-0.0199999999999999,3,2
1830,hit:293_conv:587,caring,When I started massage therapy_comma_ I thought it would be strange_comma_ but  I actually just felt a sense of concern for my clients. ,Some of it was. I had to learn the name_comma_ attachment point_comma_ and action of every muscle in the body. There are over 800. ,Wow that is a lot.,0.062,-0.57,3,1
1839,hit:4189_conv:8379,devastated,I'm losing my home,We cannot afford to live in our home anymore,Why is that?,0.0,0.0,2,1
1841,hit:2376_conv:4753,annoyed,Nail in tire was very frustrating,I had to put the spare on and take the damaged tire to be fixed. It was so frustrating.,I am sorry that happened. How much did it cost to repair?,-0.0973333333333333,-0.172,1,3
1852,hit:2514_conv:5028,afraid,I almost got into a car accident today. It was so close...,I almost got into a car accident today. It was so close...,oh no_comma_ you ok?,0.0,0.0,3,1
1858,hit:449_conv:899,lonely,Well_comma_ one time I went to watch a movie alone,This was several years back. I was single_comma_ but I also like watching The Notebook type of movie_comma_ so i thought it would be okay to go watch The Vow alone. Wrong! Horrible mistake. It was a tear jerker_comma_ and I had no one there to see it and be like awe. All those tears wasted for nothing! lol,Aww... sorry to hear that. I have not personally seen the show. What hit you the most?,0.0369999999999999,0.2465,2,3
1863,hit:6001_conv:12002,impressed,I went to a soccer game the other night. the talent that some of these players had was amazing,I was at a soccer game recently. These guys were really talented with what they could do with the ball,Have you ever played yourself?,0.0,0.0,2,1
1902,hit:9_conv:18,caring,I felt caring when i helped an elderly lady carry her bags to her door.  She was struggling to carry some heavy bags and i offered her help. ,Hello,Hi_comma_ how are you?,0.0,0.0,3,1
1913,hit:7190_conv:14381,nostalgic,I saw these kids walking aruond in their football uniforms and it reminded me of my high school days.,I saw a couple of kids walking around in their high school football uniforms after practice the other day.,oh really?,0.0,0.0,2,1
1943,hit:10813_conv:21627,embarrassed,One time I was exercising in a yoga class and my pants split open!,So I was in a yoga class last week when something happened...,what happened?,0.0,0.0,1,2
1951,hit:7540_conv:15081,annoyed,My bank won't stop calling me about a mortgage.,No_comma_ I prequalified for a mortgage_comma_ and they have been wanting me to speak to a loan specialist ever since.,Are you interested in mortgage for now?,0.005,-0.063,2,1
1953,hit:6128_conv:12257,sad,I was upset as a kid when the Eagles lost the superbowl_comma_ I cried a lot,I was upset as a kid when the Eagles lost the superbowl_comma_ I cried a lot,Well they made up for it last year,0.084,-0.432,2,1
1973,hit:10463_conv:20926,faithful,Just last week I had a conflict.  I wanted to go to the movies_comma_ but I already had plans to help a friend move. I stayed faithful to my friend and helped him.,I think so and my friend really appreciated it.,I bet_comma_ it can be really disappointing when people bail on plans,-0.0856666666666666,0.0526666666666666,3,1
1974,hit:4795_conv:9594,anxious,I was so anxious for my kid to graduate,I was so anxious for my kid to graduate,I can understand that. Did it end up going ok?,0.08,-0.278,2,1
1976,hit:1144_conv:2288,anxious,my cousin had a heart cath and the surgeon sent for me to come to the operating room.,Awhile back I was taking a relative to get a heart cath. The surgeon sent for me to enter the operating room.,Is your relative okay now?,0.0,-0.244,3,1
1995,hit:2436_conv:4872,jealous,All of my friends have lost weight except for me. I used to be the skinny one.,I used to be the skinny one in my friend group.,What happened?,0.0,0.0,2,1
2029,hit:7085_conv:14171,angry,A coworker mad me very mad one day. She slammed a large order of work on my desk and basically demanded that I do it! She has no right to do that.,One of my coworkers really ticked me off one day. She decided she would delegate some work to me by slamming on my desk and demanding I do it. She had some nerve!,Did you get mad at her?,-0.041,0.4669999999999999,2,1
2032,hit:7253_conv:14506,anxious,Big croud of people I had to find my friend in.,I had to find my lost buddy_comma_ and nervous is an understatement.,Oh no_comma_ how old was he? ,0.0,0.0,3,1
2035,hit:4298_conv:8597,terrified,We found a huge black snake in our backyard today! Gives me the chills just thinking about it. ,Really? Well_comma_ I will take a snake over bugs any day. It was much bigger than ones I have seen in the past. We are talking 10 feet long. We got it into a bin and took it to a field.,Oh wow_comma_ that is a big snake!,0.0779999999999999,0.3379999999999999,3,1
2045,hit:763_conv:1527,annoyed,The maintenence in my apartments is terrible. They take forever to fix everything.,I have lived here so long and every new team is th same.,My landlord has the same issue.,0.0,0.319,3,1
2058,hit:11396_conv:22793,angry,My mom yelled at my girl friend for something that wasn't worth yelling about.,Yes! My mom is crazy.,Arent they all!,0.0,0.0,3,1
2062,hit:1674_conv:3348,annoyed,I was really annoyed when my boss was not being treated well.,I do.  He is really encouraging,That is great to hear_comma_ often times we here of people who hate their bosses!,0.0889999999999999,0.0703333333333333,2,3
2071,hit:12024_conv:24048,ashamed,I ordered take out every day this week. I havent made a home cooked meal in a while. Its kind of bad.,I am going to look up some recipes then. I never use my slow cooker.,I wish I had a slow cooker. Or one of those Instant Pots everyone is raving about.,0.0971428571428571,-0.2214285714285714,3,1
2077,hit:3018_conv:6037,disappointed,Just found out my friend failed an important exam because he was out partying the night before and didn't get much sleep.,A friend of mine spent all night partying instead of staying home to study. He ended up failing an important exam!,That is no good. I bet he regrets it!,0.0353333333333333,0.126,2,3
2080,hit:2612_conv:5224,sad,I am a little down because my computer stopped working yesterday.,My computer suddenly stopped working yesterday_comma_ and I cannot figure out why.,How inconvenient! Are you going to take it to a technician?,0.0959999999999999,0.1046666666666666,2,3
2096,hit:10707_conv:21415,devastated,Something terrible happened. I discovered I have cankles,Something terrible happened. I discovered I have cankles,what are those,0.0,0.0,3,1
2125,hit:6991_conv:13982,confident,the braves are really good! i think they have a good shot this year,the braves i think will make a run this year,Who knows_comma_ they always choke.,-0.068,0.1489999999999999,3,1
2157,hit:3840_conv:7681,proud,I just got a new job and have been making enough to pay bills. Feels nice not to go add more debt.,It definitely is. I am working hard to get it and hopefully will not have to worry about it again some time in my life.,I personally struggle with that every day.,0.0839999999999999,0.089,2,1
2161,hit:4924_conv:9841,disgusted,My cat vomited on the couch tofay,yea but it almost made me sick,I can understand that_comma_ anytime I smell or see vomit I want to vomit too.,0.00225,-0.059,3,2
2176,hit:11942_conv:23885,apprehensive,avoided placing an order,it just did not seem secure,Yikes. Did you end up placing the order?,-0.0219999999999999,-0.356,3,1
2182,hit:6410_conv:12821,afraid,I hate hate hate riding on trains!,No I hate it_comma_ I feel like we are going to crash everytime.,Have you ever tried to distract yourself while on the train?,-0.093,0.314,3,1
2185,hit:12236_conv:24472,disgusted,Last night I was in the basement and I saw a huge roach crawl under the washing machine. I shrieked because I hate bugs. Roaches give me the creepy crawlies!,I was doing laundry last night and I saw a huge roach scuttle underneath the washing machine. I shrieked because I hate bugs!,I do_comma_ too! I always make my husband kill them.,0.0885,0.2045,3,2
2186,hit:8690_conv:17380,anxious,I'm getting anxious thinking about moving in 2 weeks_comma_ I hope I like the city I'm moving to!,I am getting anxious thinking about moving in 2 weeks_comma_ I hope I like the city I am moving to!,That would be nerve racking_comma_ but also fun I think.,0.0948,0.1212,3,1
2190,hit:5533_conv:11067,annoyed,My kids are the sweetest until I pick up my cell phone. Then they are like animals!,Until I get on the phone. Then they are little devils,Yes_comma_ that happens everytime!,0.0,0.0,3,2
2249,hit:9627_conv:19254,lonely,No one came to visit my house today and I was very lonely,I watched out the window for visitors to my house today_comma_ it was saddening.,Did they not ever come?,0.058,-0.462,2,1
2270,hit:8527_conv:17055,anticipating,i cant wait for the weekend,i cant wait for the weekend,whats going on?,0.0,0.0,1,2
2293,hit:1153_conv:2306,guilty,I was supposed to drive my friend to work.  I overslept and forgot to pick him up,I was supposed to drive a friend to work,oh yeah what happened? ,0.0,0.0,3,1
2341,hit:7275_conv:14550,impressed,I saw a school of dogs cross the street together.,I saw a school of dogs cross the street together.,what happened?,0.0,0.0,3,1
2342,hit:8769_conv:17539,grateful,my wife got a flat tire on her way home from work and a man was kind enough to stop and help her change the tire.,As was I. I was about 50 miles away at the time and she was on the side of the highway.,Someone was watching over her.,0.0,0.0,3,1
2355,hit:9562_conv:19125,disgusted,My cat just knocked over the trash. She started digging in it.,It was quite annoying. I am tired of picking up after her.,i feel the same way with my dog sometimes.  always making a mess,0.0645,0.11,3,2
2364,hit:2389_conv:4779,annoyed,Ever day my boss is late to work. Today I was 1 minute late and got a write up.,So ever single day my boss is late to work. 20 minutes or more. Today I was 1 minute late_comma_ first time in 2 years and I got a wrote up.,Wow. That is pretty hypocritical.,-0.077,0.256,3,1
2369,hit:5330_conv:10660,nostalgic,Last week_comma_ i went to native  after years_comma_ after seen the places_comma_ i got emotional,Last week_comma_ i went to native. I visited my place after years,That must have brought back a lot of memories,0.0844999999999999,-0.336,3,1
2398,hit:10215_conv:20431,terrified,Felt scared while I was watching paranormal activity,Paranormal activity is the sCaRiEsT movie of horror movies,Really? I do not find it that scary maybe you just have not seen true terror.,-0.0115999999999999,0.3572,1,2
2402,hit:689_conv:1379,furious,I get furious when I see politicians argue between themselves. ,Exactly and they sound very artificial articulating prescripted  garbage.,Yes and they seem so full of themselves while doing it.,0.073,-0.443,2,1
2409,hit:8865_conv:17730,terrified,when we had a tornado touch down near our house ,We had a tornado touch down near our house_comma_ only about 1 mile away. It ended up being a deadly one too. ,Any damage to where you live ?,-0.061,0.399,3,1
2416,hit:10762_conv:21524,apprehensive,I was offered a new job last week but I dont know if I will take it.,Last week I was offered a new job but I dont know if I will take it. I am scared to leave my current job.,why are you scared of leaving your current job? if you have been offered a better job then just leave you know?,0.0109999999999999,-0.0175,1,3
2424,hit:10705_conv:21411,devastated,I was heartbroken when I got pregnant and the father of my future baby beat me. He went to jail and we broke up.,yes I did report him_comma_ he went to jail and we broke up,You are much better off,0.0,0.0,3,2
2426,hit:5738_conv:11476,angry,I am so mad that I got a speeding ticket.,I was driving 60 in a 55. Only 5 miles over.,Harsh. How much is the fine?,0.073,-0.11,2,1
2428,hit:9157_conv:18315,afraid,I just saw a bobcat outside my house.,I just saw a bobcat outside my house.,That can be a scary thing to see,-0.096,-0.0985,2,1
2436,hit:761_conv:1523,joyful,I was accepted in to University after years of being an alcoholic restaurant industry worker_comma_ often working for minimum wage.,Well_comma_ for many years I was an alcoholic_comma_ working for near minimum wage in kitchens. But that all changed when I was accepted to University!,Hmmm! That is just annoying being an alcoholic. I purely understand your situation as I have gone through it. Well! life goes on.,-0.0174999999999999,0.0072499999999999,2,3
2438,hit:6971_conv:13943,anticipating,im going to a concert on sunday_comma_ i expect it to be awesome,im going to a concert on sunday_comma_ i expect it to be awesome,You are going to be tired the next day.,0.0093333333333333,-0.4493333333333333,1,2
2439,hit:5537_conv:11075,angry,I am mad I got passed over for a position at work_comma_ I thought I was qualified for it too_comma_ but no contact,I am glad it did not make you depressed!,Me too.,0.0,0.0,3,1
2446,hit:2508_conv:5017,disappointed,My husband had to cancel a vacation for next month. It's because his other night manager is terriblke and they cant afford to let him go.,I want to go on a vacation next month but now I cant.,what happened?,0.0,0.0,1,3
2460,hit:8162_conv:16325,guilty,i felt bad when i couldnt get off of work on time,to go to my sons game,Oh that is too bad. I am sure you felt bad_comma_ but your son probably understood.,0.063,-0.0856666666666666,2,3
2464,hit:8563_conv:17127,anticipating,I cant wait for this semester to start. Im getting closer and closer to finishing.,I cant wait for school to start for me.,Most people are dreading it. How come you are looking forward to it?,0.0654999999999999,-0.0795,1,3
2501,hit:1319_conv:2638,guilty,Yesterday_comma_ I didn't take out the trash. I feel so bad for my wife who has to put up with the smell.,Well_comma_ I would love to_comma_ but I lost my can last night in the storm. I feel so bad_comma_ because my wife cannot stand the smell.,Throw it in your neighbor's trash can. I am sure they would understand?,-0.0064,-0.0532,1,3
2508,hit:6964_conv:13929,grateful,I am feeling this way towards my husband because all that he does for me.,I am so thankful for my husband!,Why? What did he do?,0.0,0.0,3,1
2511,hit:5508_conv:11016,nostalgic,I kept all of my kids first shoes. I am a sap,OMG I have the first Christmas and Halloween outfits. I though I was the only one,Nope_comma_ I kept everything!,0.0,0.0,3,1
2518,hit:1772_conv:3544,disgusted,I am disgusted with many people in my country. They voted to leave the EU.,I am disgusted that so many people voted in favour of Brexit in the UK.,Why is that?,0.0,0.0,1,2
2530,hit:11348_conv:22696,proud,my daughter passed her drivers test on the first try,my daughter past her drivers test,That is great news!! ...... but a little scary at the same time. lol,0.0567999999999999,0.0579999999999999,3,1
2531,hit:8416_conv:16833,angry,When my brother wanted to fight me. We had just got off the ice.,Oh yeah he tried to fight me after hockey the other day.,what ended up happening,-0.052,0.029,3,2
2537,hit:12096_conv:24193,prepared,I got all my gear squared away for a hunting trip next weekend.,I got all my gear squared away for a hunting trip next weekend.,What do you hunt?,-0.0029999999999999,0.354,2,1
2539,hit:931_conv:1863,impressed,I am mesmerized by the beauty of this world,Exactly. Look at the beautiful scenery around you. Nature at its very best. I am surprised people do not notice,It is a shame that people are letting these marvels pass them by.,0.0575,0.0845,3,2
2578,hit:4035_conv:8070,terrified,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside!,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside,I would have done the same! I do not like snakes,0.079,0.0315,2,3
2593,hit:10272_conv:20545,anxious,being alive,Yes_comma_ it is true we all know this inside out_comma_ but we still continue to work on our meaningless lives_comma_ the funny thing is we all know but no one is acting_comma_ if we all acted we would be living in a much more beautiful and free life_comma_ not one which just gives the impression of freedom_comma_ that is all there is now_comma_ faking but i guess the one thing that is true is my feelings,Maybe if we were not so attached to being creatures of comfort. Some things we just cannot let go of_comma_ would not exist without some poor shmuck having to do the dirty work. I guess we are all that shmuck to someone_comma_ someway or another.,0.0829999999999999,-0.1746666666666666,3,2
2596,hit:8492_conv:16985,devastated,i was crushed when i couldnt get out of work on time,i was crushed when i couldnt get out of work on time,Nothing feels worse than losing time to work when you should be free.,0.0939999999999999,0.0331428571428571,3,2
2604,hit:4466_conv:8932,apprehensive,Me and some friends got invited to this shady college party. We were hesitant to go but we did and it was great.,Yeah it really was at first_comma_ but we went and had a great time.,Then all is well!,0.0,0.0,1,3
2606,hit:3113_conv:6227,afraid,I am home alone this weekend. I do not like that. It gets too quiet.,lol. I am alone. I do not like it. Its too quiet,Yeah_comma_ being alone a big ole house is often times more spooky than not. I almost got nabbed by a ghost the last time I was alone.,-0.092,-0.1885,3,1
2617,hit:3753_conv:7507,furious,My job brought in an incompetent manager who made my life miserable. I couldn't stand him and avoided him at all costs. It aggravated me to come to work every day.,I had to leave my last job because this manager they brought in was such an incompetent doofus.,Thats never good when you have a bad manager.  What made them so bad?,-0.0935,0.0834999999999999,3,2
2618,hit:1464_conv:2928,annoyed,This one time it really bothered me when someone told me that I couldn't accomplish a task.,At the time there was a friend that told me that i could not jump over him_comma_ then i jumped over him.,What were you standing on? Just the ground?,0.002,-0.3399999999999999,1,2
2624,hit:9785_conv:19574,disappointed,Before signing the contract_comma_ the landlord made promises that he will do some reparations but he never kept his word.,Before signing the contract_comma_ the landlord made promises that he will do some reparations but he never kept his word.,What a bummer. Landlords suck for the most part.,-0.073,-0.008,2,3
2627,hit:2822_conv:5644,afraid,Walking through a dark trail,I was walking through a trail to get to my house last night and it was pitch black. I was afraid a bear or something might get me lol,You should have taken a flashlight just in case. ,0.08,-0.311,2,1
2644,hit:7482_conv:14964,disappointed,When I got my mark back on the english test. I had scored a 40%.,I scored so low on my test.,that would really make me feel sad _comma_ what was the test on,0.0611999999999999,-0.0931999999999999,3,1
2653,hit:7080_conv:14160,apprehensive,Me and my wife booked a cruise ride. I am fearful of sea rides and have an intuition something going to happen,I have booked a cruise ride for me and the wife. I have bad intuition something going to happen ,Maybe you should not go then.,0.02,-0.118,2,1
2658,hit:11340_conv:22680,afraid,A few weeks ago a tire on my car blew while i was driving it on the highway.,Thankfully no_comma_ I was able to control it until I got it off the road to the side.,That has happened to me before too. The car started swaying side to side from the rear tires but I just took my foot off the gas and let the car do what it wanted until I was able to stop. So scary! I know how you feel.,0.0478571428571428,-0.0632857142857142,1,3
2665,hit:7981_conv:15962,annoyed,I went to a restaurant that had call ahead seating. I called ahead and was put on the wait list. We arrived 10 minutes later as directed. However_comma_ we still have to wait over 45 minutes for our table.,That is what I told the hostess. There was no point in calling ahead if we still have to wait 45 minutes for a table.,Hopefully the food was at least worth the wait. I would have been annoyed as well.,0.0323999999999999,-0.1216,2,1
2690,hit:996_conv:1992,anxious,I was hit by a tornado in the middle of the night and now I can't stand big storms.,I am so super scared of big storms.,The loud roars also make my dog shake and run to the basement,0.0734285714285714,0.2462857142857142,3,2
2696,hit:4279_conv:8559,nostalgic,My grandma just died. I really miss here and spending time with her. ,I am not really religious so I do not think she would hear me.,Maybe she could if you tried.,0.0,0.0,2,1
2708,hit:11777_conv:23554,guilty,I didn't confess all my sins at church. I ended up holding back.,I sometimes disobey my parents.,Ah I am also guilty of that one. I believe we all are in some ways.,-0.0309999999999999,-0.1465,3,1
2729,hit:8245_conv:16490,afraid,There's this tree outside of my apartment_comma_ and the way it's illuminated it looks like the silouette of a person_comma_ which startles me sometimes.,There is this tree outside of my apartment bedroom window_comma_ and sometimes when the wind blows just right_comma_ it taps against the window and startles me.,Have you thought about cutting it down?,-0.0426666666666666,-0.32,3,1
2730,hit:11722_conv:23444,disappointed,I just got a new haircut_comma_ lets say this_comma_ I do not like it.,no_comma_ same style from my barber who always cuts my hair_comma_ for some reason he did a terrible job,That is odd. I would have told him so and asked for my money back.,0.0199999999999999,-0.145,3,1
2733,hit:8456_conv:16912,ashamed,When I was a teen_comma_ I worked as a server at a restaurant. My family_comma_ including my grandmother came to sit in my section_comma_ and the host informed them I was picking up my grandmother from the airport. I was mortified.,Playing hookey can be really fun. But sometimes it backfires...,Ohh what happened?,0.0,0.0,3,1
2753,hit:5437_conv:10875,impressed,I seen a guy driving a motorcycle today riding only on his back wheel. He was going pretty fast too_comma_ it was amazing.,I seen this guy driving his motorcycle only on his back wheel today. It was crazy,Haha_comma_ I have seen plenty do wheelies. I have seen a few crash too_comma_ sadly,0.0328,0.0204,3,1
2756,hit:11228_conv:22456,ashamed,Oh my gosh_comma_ I got home from the store and realized I forgot to pay for my dog food!!,Are you sure? What if they got me on camera and accuse me of stealing next time I go in? It is my regular store.,If they would have had you on camera_comma_ they would have already come after you for it. I would not worry about it.,-0.0356666666666666,-0.1436666666666666,1,3
2761,hit:11928_conv:23857,ashamed,I was spending a night over with my girlfriend at her mom's house. While she was sleeping I ended up having sex with her mom.,I was spending a night over with my girlfriend at her mom's house & things ended up happening between her mom & I.,what ended up happening?,-0.052,0.029,2,1
2773,hit:7404_conv:14808,furious,Someone tried to steal the tailgate off of my truck last night.,No_comma_ He made a clean get away.,that stinks. hopefully he will not try it again on you or anyone else for that matter.,-0.0845,-0.1035,3,2
2774,hit:7636_conv:15273,surprised,I cam home from work and I had a special visitor waiting for me.  My daughter came to visit.,I came home from work today to a wonderful surprise guest!,Really what was it?,0.0,0.0,2,1
2777,hit:2515_conv:5031,disappointed,I am not happy that he didn't go to jail.,I am not happy that he did not go to jail.,What happened?,0.0,0.0,1,3
2800,hit:3791_conv:7582,anxious,I woke up yesterday and forgot I had a midterm exam later that same day. I had to quickly cram because I was worried that I wouldn't remember the material for the test.,I am not too sure to be honest_comma_ I reviewed as much as I could_comma_ but I am still worried about the results.,What subject was the test in?,0.051,-0.156,2,1
