id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
1353,hit:6410_conv:12821,afraid,I hate hate hate riding on trains!,4.0,6,Everytime im on the train I swear im going to have a panic attack.,Why is that? Do you not like the train?,negative,negative,0,0,2
1354,hit:6410_conv:12821,afraid,I hate hate hate riding on trains!,4.0,6,No I hate it_comma_ I feel like we are going to crash everytime.,Have you ever tried to distract yourself while on the train?,negative,neutral,0,0,2
1355,hit:11056_conv:22113,devastated,A student I teach was in a house fire. He lost his home and all of his belongings,3.0,8,Last year a student I teach had a house fire.,Oh no! How terrible. I hope no one was hurt.,negative,negative,2,0,0
1356,hit:11056_conv:22113,devastated,A student I teach was in a house fire. He lost his home and all of his belongings,3.0,8,Luckily no one was hurt_comma_ but he lost his home and all of his belongings. It was awful.,That is horrible. I can't even imagine.,negative,negative,0,0,0
1357,hit:9607_conv:19214,confident,I have been flirting with this girl at work for the past few weeks. I think she really likes me. Im going to ask her on a date,3.0,7,So ive been talking to this really cute girl at work for a few weeks. I really like her..,Oh good luck man! Hopefully everything works out!,positive,positive,1,0,0
1358,hit:9607_conv:19214,confident,I have been flirting with this girl at work for the past few weeks. I think she really likes me. Im going to ask her on a date,3.0,3,Im going to ask her on a date. I think she likes me_comma_ so i really think she'll say yes,We can only hope so! Get her some flowers!,positive,positive,0,0,0
1359,hit:8433_conv:16867,caring,i loved taking care of my sisters pet,2.0,1,i loved taking care of my sisters pet,That's cool! I love animals,positive,positive,0,0,0
1360,hit:8433_conv:16867,caring,i loved taking care of my sisters pet,2.0,8,yea all pets are awesome except for snakes and spiders,I don't like spiders so much_comma_ but I do really like snakes.,positive,negative,0,2,0
1361,hit:1712_conv:3425,trusting,I remember dropping my phone on subway and an old man picked it up and gave it back to me.,2.0,6,So remember I told you_comma_ that I've lost my phone for a moment on a subway?,Yes_comma_ what about it?,negative,neutral,0,0,1
1362,hit:1712_conv:3425,trusting,I remember dropping my phone on subway and an old man picked it up and gave it back to me.,2.0,1,So i guess I just dropped it_comma_ and a very old man_comma_ picked it up and gave it back to me,That was nice of him.,neutral,positive,1,0,0
1363,hit:9614_conv:19228,content,sudden realisation of life,3.0,6,today i woke up_comma_ and i realised that i am more than content with my life_comma_ it made me happy and peaceful,That would be a great feeling. Did something happen to make you feel more content?,positive,positive,1,0,2
1364,hit:9614_conv:19228,content,sudden realisation of life,3.0,1,yes_comma_ i just realised i have everything i ever wanted in my life,Thats so awesome! Congrats! I am hoping to get there soon. I have a lot to be thankful for but I know I need to work on just a little bit before I am fully content.,positive,positive,2,0,0
1365,hit:8237_conv:16474,disgusted,The burrito I baught from the vending machine was expired.,1.0,6,The burrito I baught from the vending machine was expired.,I hate when that happens_comma_ did you try to get a refund?,negative,negative,0,0,2
1366,hit:8237_conv:16474,disgusted,The burrito I baught from the vending machine was expired.,1.0,3,I have to put a post it note on the vending machine and the guy will call my desk next time he stocks the machine.,Well_comma_ hopefully they get it resolved. Does not help your lunch today however.,neutral,negative,0,0,0
1367,hit:390_conv:780,excited,The new season of Better Call Saul will start next month. I can't wait to see what will happen.,2.0,0,I am a bit Breaking Bad fan and love Better Call Saul. Season 4 starts in August.,Me too! I also Iike staying home all day.,positive,neutral,0,2,0
1368,hit:390_conv:780,excited,The new season of Better Call Saul will start next month. I can't wait to see what will happen.,2.0,0,I wonder what will happen this season. I'm expecting it to be really nail biting.,I have more time to watch movies and shows on netflix alot. I stay home with my little one year old during the day.,neutral,positive,0,2,0
1369,hit:3054_conv:6109,proud,I just got my scores back. Looks like I'm gonna get a 3.8 GPA this semester.,3.0,6,I just got my scores back. Looks like I'm gonna get a 3.8 GPA this semester.,That's amazing! What are you studying?,positive,positive,1,0,2
1370,hit:3054_conv:6109,proud,I just got my scores back. Looks like I'm gonna get a 3.8 GPA this semester.,3.0,6,I'm in finance. It's pretty interesting so far.,what kind of job are you hoping to get?,positive,neutral,0,0,2
1371,hit:7458_conv:14916,prepared,The zombie apocalypse is coming soon. I have a bunker set up in my back yard.,2.0,1,The zombie apocalypse will inevitably happen soon. Are you ready for it?,I'm not prepared.,negative,negative,0,0,0
1372,hit:7458_conv:14916,prepared,The zombie apocalypse is coming soon. I have a bunker set up in my back yard.,2.0,6,I have a bunker in my back yard. You'll have to come here when it goes down so you'll be safe.,I need some food_comma_ any suggestions?,neutral,neutral,0,0,0
1373,hit:3488_conv:6976,anxious,I felt really nervous when cops pulled me over last week. I thought i was in trouble,3.0,6,Well_comma_ not too bad. I felt really nervous the other day though.,Oh no_comma_ what happened?,neutral,negative,0,0,1
1374,hit:3488_conv:6976,anxious,I felt really nervous when cops pulled me over last week. I thought i was in trouble,3.0,6,The cops pulled me over_comma_ i thought something was wrong,Holy.. What did they want?,negative,neutral,0,0,1
1375,hit:7168_conv:14337,ashamed,2,1.0,6,I cut someone off in traffic today,Why did you do that?,neutral,neutral,0,0,2
1376,hit:7168_conv:14337,ashamed,2,1.0,0,i was late and i felt so ashamed after,I'm glad you understand your actions.,negative,positive,1,0,0
1377,hit:11230_conv:22460,apprehensive,I was reallt nervous about my first date with my girlfriend because it had been a long time since I'd dated anyone.,3.0,6,I was pretty nervous for my first date with my now girlfriend. I had previously been in a relationship for a long time_comma_ and it had been quite awhile since I'd been on a date.,Well_comma_ that's understandable. How did it go?,negative,neutral,0,0,1
1378,hit:11230_conv:22460,apprehensive,I was reallt nervous about my first date with my girlfriend because it had been a long time since I'd dated anyone.,3.0,1,It was fairly akward at first because I was so nervous_comma_ but she was understanding_comma_ and after she started telling me about herself_comma_ I started to relax and the rest of the date went really well.,It sounds like it turned out really great for you. Way to go!,positive,positive,1,0,0
1379,hit:10357_conv:20715,caring,i care about my wife and i always want the best for her,4.0,1,i care about my wife and i always want the best for her,That's very nice of you. I feel the same way about my husband. Isn't it nice to care about someone?,positive,positive,1,2,2
1380,hit:10357_conv:20715,caring,i care about my wife and i always want the best for her,4.0,7,it is so beautiful when you can just rely on them and not even overthink about it.,It is probably one of the best feelings!,positive,positive,1,0,0
1381,hit:8652_conv:17304,ashamed,I totally fell off my diet wagon this past weekend. I ate a whole ice cream sundae by myself and fried foods all weekend.,3.0,1,I am feeling extra guilty about not sticking to my diet. I ate so much fried foods and a whole ice cream sundae by myself!,I too feel your pain. I broke my diet by eating 4 dozen donuts in one sitting.,negative,negative,1,2,0
1382,hit:8652_conv:17304,ashamed,I totally fell off my diet wagon this past weekend. I ate a whole ice cream sundae by myself and fried foods all weekend.,3.0,8,Yeah_comma_ I just feel so bad about it. I was trying to stay disciplined and good about my diet.,We'll get back on the horse together_comma_ my friend. Skinnier days are ahead of us!,negative,positive,0,0,0
1383,hit:12340_conv:24680,sad,I totaled my brand new car.,3.0,3,I totaled my brand new car yesterday.,Oh wow_comma_ that isn't good. Hopefully you had good insurance and that you are ok!,negative,negative,1,0,0
1384,hit:12340_conv:24680,sad,I totaled my brand new car.,3.0,6,I do thankfully. It was some kid who didn't have a license. I'm still sad because it was my first car ever.,Is the kid ok? He won't have his license for a few more years probably now.,neutral,negative,0,0,0
1385,hit:7738_conv:15476,devastated,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning,1.0,3,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning,Oh NO! It can be annoying especially early mornings at work with no coffee. Hope you stay away!,negative,negative,1,0,0
1386,hit:7738_conv:15476,devastated,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning,1.0,3,I'm going to go buy another asap!,Sounds frusterating. I hope your next one is more dependable.,positive,neutral,0,0,0
1387,hit:3224_conv:6448,prepared,The start of school for my 2 kids is less than a week away. I have everything they need and more except for a couple notebooks.,3.0,0,The start of school for my 2 teenagers is less than a week away!,Wow_comma_ school is right around the corner,positive,positive,0,0,0
1388,hit:3224_conv:6448,prepared,The start of school for my 2 kids is less than a week away. I have everything they need and more except for a couple notebooks.,3.0,5,It is! We actually got everything they need and more_comma_ except for a few notebooks.,Well that should relieve some stress,positive,positive,0,0,0
1389,hit:10677_conv:21355,terrified,As a kid_comma_ me and my friends would often try to find haunted houses in the old part of town. Can't quite explain that one night where I swear I saw something moving around in one of them. It felt and looked so real.,2.0,8,As a kid_comma_ me and my friends would often try to find haunted houses in the old part of town. Can't quite explain that one night where I swear I saw something moving around in one of them. It felt and looked so real,I have had an experience like that. I do believe in ghosts.,positive,neutral,0,2,0
1390,hit:10677_conv:21355,terrified,As a kid_comma_ me and my friends would often try to find haunted houses in the old part of town. Can't quite explain that one night where I swear I saw something moving around in one of them. It felt and looked so real.,2.0,5,I don't know what's more terrifying_comma_ whether it was a ghost or that there was someone still inside..,Could be either!,negative,neutral,0,0,0
1391,hit:8509_conv:17019,trusting,When I opened up to my girlfriend about my past issues. She was nice about it.,2.0,6,My girlfriend is so kind.,What makes you say that?,positive,neutral,0,0,1
1392,hit:8509_conv:17019,trusting,When I opened up to my girlfriend about my past issues. She was nice about it.,2.0,7,She let me confide in her all my bad things.,I bet it felt really good to let that all out and to still be accepted by her.,neutral,positive,0,0,0
1393,hit:8957_conv:17914,jealous,A friend got a new car. It was one I had been looking at buying myself,1.0,6,A friend got a new car,That's really cool. What kind of car?,positive,positive,0,0,2
1394,hit:8957_conv:17914,jealous,A friend got a new car. It was one I had been looking at buying myself,1.0,1,BMW_comma_ it was a model I had been looking to get myself,That sounds like a really awesome car!,neutral,positive,0,0,0
1395,hit:7754_conv:15508,anxious,My little grandson was admitted to the hospital a few days ago. He is still having testing and it's so hard to wait around to get the test results back to find out what is wrong.,4.0,6,My grandson was admitted to the hospital the other day. It's so hard waiting around for test results.,I can only imagine! How is he now?,negative,neutral,0,0,2
1396,hit:7754_conv:15508,anxious,My little grandson was admitted to the hospital a few days ago. He is still having testing and it's so hard to wait around to get the test results back to find out what is wrong.,4.0,3,They still have more tests to do. Hopefully they will know something by tomorrow but it's so nerve wracking.,Doctor's are good at what they do! I hope for a speedy diagnosis and recovery!,negative,positive,1,0,0
1397,hit:7890_conv:15781,furious,I get so mad when I see lazy people not return their grocery carts. How inconsiderate of them. I want to yell at them.,1.0,1,I get so ticked off when I see people leave their shopping carts in the parking lot. How lazy are these people!,That is very true! I dono't understand why people doe that!,negative,negative,1,0,0
1398,hit:7890_conv:15781,furious,I get so mad when I see lazy people not return their grocery carts. How inconsiderate of them. I want to yell at them.,1.0,5,I want to yell at them and tell them they are inconsiderate. The nerve of it!,Yeah they deserve it!,negative,positive,1,0,0
1399,hit:9449_conv:18899,annoyed,My wife is so cranky today,2.0,4,my wife is so cranky today. she keeps complaining about every little thing! And it's my day off_comma_ so it's very annoying,I am so sorry that you have to go through that on your day off. Just try to be nice to her.,negative,negative,2,0,0
1400,hit:9449_conv:18899,annoyed,My wife is so cranky today,2.0,5,I am! I even tried asking her why she is so cranky. she says she is fine but it doesn't look like it. she just keeps snapping on me over nothing,Maybe you need to go to the store and bring her flowers and chocolate,negative,neutral,0,0,0
1401,hit:3451_conv:6903,joyful,i felt really great when i went to the beach with my friends the other day.. it gave me a warm sensation in my heart,3.0,1,I went to the beach other day.. such an awesome feeling standing there,Yeah_comma_ I love going to the beach as well! You must have felt so happy there in that moment!,positive,positive,0,2,0
1402,hit:3451_conv:6903,joyful,i felt really great when i went to the beach with my friends the other day.. it gave me a warm sensation in my heart,3.0,8,I most certainly did.. There is something about looking at the calm and glory of the ocean.,I feel happy and content just sitting here listening to you describe the experience.,positive,positive,0,0,0
1403,hit:4423_conv:8846,disappointed,I told my kids to clean while I was gone and the house looked worse than before I left,3.0,6,I am so upset with my children,That's no good. Why are you upset with them?,negative,negative,0,0,2
1404,hit:4423_conv:8846,disappointed,I told my kids to clean while I was gone and the house looked worse than before I left,3.0,1,They were supposed to clean while I was gone today and I came home to a big mess,I would be equally as angry. I think I would've put them up for adoption.,negative,negative,0,2,0
1405,hit:11586_conv:23172,content,I found a new job that pays very well. I have money for everything I need.,4.0,8,I found a job that pays very well. I have money for everything that I need.,Good. Money_comma_ while important_comma_ is certainly not everything.,positive,neutral,0,0,0
1406,hit:11586_conv:23172,content,I found a new job that pays very well. I have money for everything I need.,4.0,1,It's not but it is what I need right now.,Keep grindin' bro!,neutral,positive,1,0,0
1407,hit:9980_conv:19960,furious,I was so angry when the pizza delivery guy forgot half of our order. He was already over an hour late!,2.0,6,I was livid when the pizza delivery guy showed up with only one of the pizzas we ordered for a party.,That sucks. Did you tell him to go back and get the other one?,negative,negative,0,0,2
1408,hit:9980_conv:19960,furious,I was so angry when the pizza delivery guy forgot half of our order. He was already over an hour late!,2.0,1,Yeah_comma_ and he wasn't sorry about being over an hour late! We just cancelled the other part of the order.,I would've taken that pizza out of the box and smack him upside the head with it. What a lousy guy!,negative,negative,0,2,0
1409,hit:916_conv:1833,terrified,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big. I called my boyfriend and he told me to spray it with hairspray and use one of his shoes to smash it.,2.0,6,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big.,ohh! that is frighting. Didn't you scare?,neutral,negative,0,0,2
1410,hit:916_conv:1833,terrified,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big. I called my boyfriend and he told me to spray it with hairspray and use one of his shoes to smash it.,2.0,8,I was so scared_comma_ like crap I cant let this giant thing stay loose_comma_ one of my cats or dogs or my kid may eat it or something. But I didnt want to get near it either!,Yeah! I am glad he didn't bite you or something!,negative,positive,1,0,0
1411,hit:3337_conv:6675,hopeful,I auditioned for a play this weekend. I am supposed to hear back soon if I made it. I am optimistic about it.,4.0,6,I auditioned for a play over the weekend.,I'm afraid of public speaking or performing in crowds_comma_ so that takes courage! How did it go?,neutral,neutral,0,0,1
1412,hit:3337_conv:6675,hopeful,I auditioned for a play this weekend. I am supposed to hear back soon if I made it. I am optimistic about it.,4.0,2,I am not sure yet_comma_ but I am very optimistic about it.,That's great! You have to keep a good attitude about it. I hope you get the part you want!,positive,positive,1,0,0
1413,hit:11842_conv:23684,anticipating,I cant wait for red dead redemption 2 to come out,1.0,6,I cant wait for red dead redemption 2 to come out,sounds like you really enjoy this game. does is seem promising?,positive,positive,0,0,1
1414,hit:11842_conv:23684,anticipating,I cant wait for red dead redemption 2 to come out,1.0,8,yea ive been waiting years for the game looks amazing,to be completely honest with you_comma_ i never played that game. but i hope it will come out soon!,positive,positive,1,0,0
1415,hit:9683_conv:19367,embarrassed,I was at the fair and I spilled my drink all over me. I was soaked,2.0,8,I was at the fair and I spilled my drink all over me. I was soaked,Well did people help you get cleaned off.,negative,neutral,0,0,0
1416,hit:9683_conv:19367,embarrassed,I was at the fair and I spilled my drink all over me. I was soaked,2.0,1,No_comma_ I had to go home and change,Hopefully you didn't miss the best part of the fair. That would be unlucky,neutral,negative,0,0,0
1417,hit:2238_conv:4477,devastated,I was diagnosed with stage 4 cancer.,5.0,6,I was diagnosed with stage four cancer yesterday. The doctor told me I have less than a month to live.,Are you serious? That is extremely terrible news to hear. :(,negative,negative,1,0,0
1418,hit:2238_conv:4477,devastated,I was diagnosed with stage 4 cancer.,5.0,8,Yes_comma_ I fell to my knees when I heard the news and haven't stopped crying since. My life is pretty much over!,I really wish I knew what to say_comma_ but even watching my mother go thru stage 4 I still dont know what to say! Spend a lot of time with your loved ones!,negative,negative,0,2,0
1419,hit:9945_conv:19890,lonely,I divorced my wife_comma_ I have no one to be with now.,5.0,6,I divorced my wife_comma_ I have no one to be with now.,Why did you guys get divorced?,negative,neutral,0,0,2
1420,hit:9945_conv:19890,lonely,I divorced my wife_comma_ I have no one to be with now.,5.0,3,I just couldn't stand her stealing all my money.,Well_comma_ then it seems like it was a good choice. Next time around you will know more what to look for before getting married. I hope you find someone that matches up better with you.,negative,positive,1,0,0
1421,hit:8217_conv:16435,content,Got a bag of candy I'm polishing off. Diabetes be damned.,1.0,6,Got a bag of candy I'm polishing off. Diabetes be damned,uh oh! Have you checked your sugar lately?,neutral,neutral,0,0,2
1422,hit:8217_conv:16435,content,Got a bag of candy I'm polishing off. Diabetes be damned.,1.0,1,I haven't gotten a physical in over a year.,After that bag of candy_comma_ you may want to!,negative,positive,0,0,0
1423,hit:6634_conv:13269,angry,when my neighbor hit my car,3.0,6,My neighbor was drunk the other night coming home_comma_ and hit my car!,Oh no_comma_ did you file a police report?,negative,negative,0,0,2
1424,hit:6634_conv:13269,angry,when my neighbor hit my car,3.0,3,No I didnt_comma_ but I reached out to their insurance and hes going to be paying for it.,That is good_comma_ glad it will get taken care of,neutral,positive,1,0,0
1425,hit:11813_conv:23626,jealous,I know I broke up with my ex_comma_ but I can't help but feel irritated when he talks about going on dates.,3.0,1,I know I broke up with my ex_comma_ but I can't help but feel irritated when he talks about going on dates.,That must be weird to talk to your ex still.,negative,negative,0,0,0
1426,hit:11813_conv:23626,jealous,I know I broke up with my ex_comma_ but I can't help but feel irritated when he talks about going on dates.,3.0,1,We actually get along really well and are much better friends than a couple. I guess I still just get a littler territorial_comma_ i think he does too.,You must have feelings for him that are lingering.,positive,neutral,0,0,0
1427,hit:3985_conv:7970,disgusted,I went into the bathroom at work today and someone had clogged it.,3.0,1,I went into the bathroom at work today and someone had clogged it.,Wow that's really frustrating.,negative,negative,1,1,0
1428,hit:3985_conv:7970,disgusted,I went into the bathroom at work today and someone had clogged it.,3.0,1,It was more than that_comma_ it was horrifying. I have never seen anything more disturbing in my life. The toilet was overflowing onto the floor.,Oh yuck! That is so gross!,negative,negative,0,0,0
1429,hit:11726_conv:23452,content,My life is going pretty good right now. I have a great job and a wonderful girlfriend.,4.0,1,My life is going pretty good right now. I have a great job and a wonderful girlfriend.,Awesome I am happy to hear that!,positive,positive,1,0,0
1430,hit:11726_conv:23452,content,My life is going pretty good right now. I have a great job and a wonderful girlfriend.,4.0,1,It feels pretty good. I feel that my life is pretty ideal right now. Wouldnt have it any other way.,Nice_comma_ make sure to soak it up.,positive,positive,0,0,0
1431,hit:9714_conv:19429,impressed,I saw a guy deadlift 700lbs at the gym the other day. I was in awe.,2.0,1,I saw a guy deadlift 700lbs at the gym the other day. I was in awe.,Oh my god_comma_ that is a LOT of weight!,positive,negative,2,0,0
1432,hit:9714_conv:19429,impressed,I saw a guy deadlift 700lbs at the gym the other day. I was in awe.,2.0,1,Yeah it is_comma_ it seemed like he had every plate in the gym on the bar. I've never seen someone lift that much in person before.,That's really cool_comma_ I honestly can't even imagine someone lifting that much!,neutral,positive,0,0,0
1433,hit:7266_conv:14532,confident,My daughter is at her job interview. I'm sure she got it in the bag.,3.0,2,My daughter is at her job interview. I'm sure she got it in the bag.,That's great! I hope she gets it!,positive,positive,1,0,0
1434,hit:7266_conv:14532,confident,My daughter is at her job interview. I'm sure she got it in the bag.,3.0,6,Thank you. I'm sure she will!,Is this for her dream job?,positive,neutral,0,0,2
1435,hit:5201_conv:10402,anxious,Going to the store today was a bit hard. I do not like big stores or being around people sometimes but I have too.,2.0,3,Going to the store today was a bit hard.,It was? What made it hard specifically? Hopefully nothing too bad happened.,negative,neutral,0,0,2
1436,hit:5201_conv:10402,anxious,Going to the store today was a bit hard. I do not like big stores or being around people sometimes but I have too.,2.0,8,Not too bad! I do not like big stores or being around people sometimes but you still have to run errands. I just swallow the panic on those days as best as I can.,Yeah_comma_ I'm with you. I hate going to especially Walmart_comma_ because it's so freaking crowded all the time. It's a hassle getting even the shortest shopping list. But I'm on a budget and it's where I have to go.,neutral,negative,1,2,0
1437,hit:5201_conv:10402,anxious,Going to the store today was a bit hard. I do not like big stores or being around people sometimes but I have too.,2.0,1,Try the big A store online as it is cheaper then walmart a lot. Do you know you can get pickup also at walmart for free? Helps if you don't want to shop there. I feel you on that- I don't like big stores especially!,Thanks for the awesome tip. I appreciate you trying to think of an alternative for me! I'll give it a look.,neutral,positive,1,0,0
1438,hit:5644_conv:11288,surprised,Turns out my professor is millionaire.,3.0,6,Turns out my professor is millionaire.,Wow really? That's interesting. And yet he still teaches?,positive,positive,0,1,2
1439,hit:5644_conv:11288,surprised,Turns out my professor is millionaire.,3.0,8,Yep. He's one of the more popular teachers_comma_ too.,I guess he really does do it for the passion of teaching then.,positive,neutral,0,2,0
1440,hit:2450_conv:4901,grateful,I was really glad I got to keep my computer when I moved.,3.0,6,I was really happen I got to keep my computer when i moved.,why is that,neutral,neutral,0,0,1
1441,hit:2450_conv:4901,grateful,I was really glad I got to keep my computer when I moved.,3.0,6,I did not think my girlfriend would let me take it.,dont let her control you!,negative,neutral,0,0,0
1442,hit:6488_conv:12976,ashamed,I just ate a whole pack of cookies,1.0,6,I just aet a whole pack of cookies,Oh my_comma_ do you feel content with all that sugar in your body?,neutral,neutral,0,0,2
1443,hit:6488_conv:12976,ashamed,I just ate a whole pack of cookies,1.0,5,Not really. I feel ashamed of myself,Its okay_comma_ you should treat yourself every now and then!,negative,positive,1,0,0
1444,hit:10427_conv:20854,apprehensive,I was scared to go on the new roller coaster at Six Flags_comma_ because it is so high and fast. I felt sick to my stomach while I was waiting in line.,2.0,6,I felt sick to my stomach waiting in line for a new roller coaster.,I would have felt the same way. I am really afraid to get on any roller coaster. How was it?,negative,negative,0,2,1
1445,hit:10427_conv:20854,apprehensive,I was scared to go on the new roller coaster at Six Flags_comma_ because it is so high and fast. I felt sick to my stomach while I was waiting in line.,2.0,1,Well_comma_ my fear didn't get any better as it started moving. But by the end I loved it!,That's awesome. Glad you had fun! That's what's important,positive,positive,1,0,0
1446,hit:6829_conv:13659,anxious,I am nervous for my college test.,3.0,6,I am nervous for my college test,Did you study for it at least?,negative,neutral,0,0,2
1447,hit:6829_conv:13659,anxious,I am nervous for my college test.,3.0,7,I did but it is a law school exam. You just never know.,That is true_comma_ well best of luck to you friend!,neutral,positive,1,0,0
1448,hit:6244_conv:12488,devastated,I found a text message on my wife phone. She is cheating on me.,4.0,4,I found a text message on my wife phone. She is cheating on me.,I'm sorry to hear that. Did you confront her about it?,negative,negative,2,0,2
1449,hit:6244_conv:12488,devastated,I found a text message on my wife phone. She is cheating on me.,4.0,6,Not yet. I am totally destroyed currently. So I can't. I will do soon.,You must feel so terrible. Are you going to stay with her?,negative,negative,1,0,2
1450,hit:6503_conv:13006,apprehensive,I hae an important job interview this week,3.0,6,I have an important job interview this week,I see_comma_ do you think you will get the job?,neutral,neutral,0,0,2
1451,hit:6503_conv:13006,apprehensive,I hae an important job interview this week,3.0,1,Yes,Good_comma_ you must have prepared well for it.,neutral,positive,0,0,0
1452,hit:6233_conv:12467,sad,I really wanted this coconut pineapple cake_comma_ but they ran out.,1.0,6,I really wanted this coconut pineapple cake_comma_ but they ran out.,Oh no_comma_ will they have more in stock tomorrow?,neutral,neutral,0,0,2
1453,hit:6233_conv:12467,sad,I really wanted this coconut pineapple cake_comma_ but they ran out.,1.0,1,I won't be around there again until next month I think.,You can try again then! It'll be worth the wait.,neutral,positive,0,0,0
1454,hit:2040_conv:4080,excited,I've felt excited two days ago about moving to my new house.,3.0,6,I was so excited about moving to the new house with my wife two days ago.,That is something to be excited about. How far away are you moving?,positive,positive,0,0,2
1455,hit:2040_conv:4080,excited,I've felt excited two days ago about moving to my new house.,3.0,1,The same town but the house is much nicer and everything inside is new.,Sounds like a nice upgrade. Do you think you'll miss your old house at all?,positive,positive,0,0,2
1456,hit:7294_conv:14589,afraid,I changed my transmission fluid today. Hope I did the right thing,4.0,6,I had my transmission fluid changed today. Hope I did the right thing.,why would it be wrong?,positive,neutral,0,0,1
1457,hit:7294_conv:14589,afraid,I changed my transmission fluid today. Hope I did the right thing,4.0,1,Afterwards I thought I heard in the past that it has to be done very carefully. Can't remember exactly.,ah yea it happens,neutral,neutral,1,2,0
1458,hit:3717_conv:7435,sad,While I didn't know him personally_comma_ I was quite distressed to hear of the passing of Anthony Bourdain. That a man with such talent who has given so much joy to so many people_comma_ should feel he has to take his life is just soul-destroying.,3.0,0,I was quite distressed to hear of the passing of Anthony Bourdain. That someone who has given so much joy to a huge number of people should take his own life is just awful.,I know! I was just watching his show on Netflix! So sad_comma_ especially since he had a little girl he is leaving behind.,negative,negative,0,1,0
1459,hit:3717_conv:7435,sad,While I didn't know him personally_comma_ I was quite distressed to hear of the passing of Anthony Bourdain. That a man with such talent who has given so much joy to so many people_comma_ should feel he has to take his life is just soul-destroying.,3.0,0,Indeed. Depression is a terrible disease and there simply aren't enough resources devoted to mental illness_comma_ imo.,I agree. He had so much to live for. I guess it is hard to know what demons people are hiding inside.,negative,negative,1,2,0
1460,hit:2629_conv:5258,guilty,I drank a bit too much the other night and destroyed some things in my friend's apartment.,4.0,6,I feel pretty bad about some things I have done.,Really? What sort of things have you done that make you feel that way?,negative,negative,0,0,2
1461,hit:2629_conv:5258,guilty,I drank a bit too much the other night and destroyed some things in my friend's apartment.,4.0,3,I drank a bit too much the other night and accidentally destroyed some things.,That sucks_comma_ hopefully nothing you can't replace. I'd suggest getting some help if your drinking has become distructive.,negative,negative,0,0,0
1462,hit:3094_conv:6188,excited,Going to New York with some friends next weekend. I've never been.,3.0,6,Going to New York with some friends next weekend. I've never been,That sounds exciting. How long will you be staying?,positive,positive,0,0,2
1463,hit:3094_conv:6188,excited,Going to New York with some friends next weekend. I've never been.,3.0,6,We'll be there for 4 days.,That's cool. Do you have everything planned out?,neutral,positive,0,0,2
1464,hit:12241_conv:24483,caring,a while back ago I found a tiny baby kitten and decided to take it in and bottle feed it,3.0,1,a while back ago I found a tiny baby kitten and decided to take it in and bottle feed it,That is a very nice thing to do! I am a big animal lover.,neutral,positive,0,0,0
1465,hit:12241_conv:24483,caring,a while back ago I found a tiny baby kitten and decided to take it in and bottle feed it,3.0,0,Me too! I can't stand to see animals suffering.,Me either. It breaks my heart.,negative,negative,0,2,0
1466,hit:5451_conv:10903,content,I sat in my kitchen the other night and just listened to the rain hit the window for an hour. I felt so happy and whole.,2.0,8,I was so calm and happy the other night just listening to rain hitting the kitchen windows,I use to live in an older house that had a tin roof_comma_ and I'd always love hearing the rain beat on it! Helped me sleep like a baby_comma_.,positive,positive,0,2,0
1467,hit:5451_conv:10903,content,I sat in my kitchen the other night and just listened to the rain hit the window for an hour. I felt so happy and whole.,2.0,6,It was the single most calming thing! I love the sound of rain on a tin roof too!,I wonder if that's a common thing? It's very relaxing.,positive,positive,0,0,2
1468,hit:9728_conv:19456,lonely,Before I got my dog_comma_ my life felt empty. He's my best friend now !,4.0,1,Before I got my dog_comma_ my life felt empty. He's my best friend now !,That's great! He sounds like a good addition in your life.,positive,positive,1,0,0
1469,hit:9728_conv:19456,lonely,Before I got my dog_comma_ my life felt empty. He's my best friend now !,4.0,8,My life is now complete. He's so trustworthy and listens to everything I say to him lol.,Awe I love my dog too_comma_ she's really sweet. Well except my dog doesn't listen_comma_ so I guess your dog beats mine_comma_ lol.,positive,positive,0,2,0
1470,hit:4232_conv:8465,caring,i feel so bad for my husband.. he is on the list for a lung transplant.,5.0,6,I feel so bad for my husband. He is on the list for a lung transplant.,Wow_comma_ thats so sad. Has he been on the list long?,negative,negative,2,0,2
1471,hit:4232_conv:8465,caring,i feel so bad for my husband.. he is on the list for a lung transplant.,5.0,5,He just got put on so its anytime now. They usually wait like 1-2 mths here,I'm sorry to hear your going through so much stress. My grandmother was on the heart Transplant list for about a month before getting a new heart. Maybe it will be that fast for him.,neutral,negative,2,2,0
1472,hit:4232_conv:8465,caring,i feel so bad for my husband.. he is on the list for a lung transplant.,5.0,7,I hope so he is only 40.. gl to your gma,Thanks_comma_ she got the heart and is doing better. Wow_comma_ he is to young for this stress. Good Luck to him and you.,neutral,positive,1,0,0
1473,hit:8665_conv:17330,grateful,My neighbor returned my wallet today. I was so thankful.,3.0,6,My neighbor returned my wallet today.,That's so nice of them. Where did they find it?,positive,positive,1,0,2
